mu,sigma,gamma,LogLikelihood
2.2653174611539217,0.08864962157170911,-0.10424309609252028,-364.001773967635
2.273280283957599,0.09913171725340322,-0.1609439589913712,-361.77728353777076
2.25147180262008,0.11491257668357797,-0.2947325500841227,-362.61084211702473
2.2808461808955136,0.10840773227970218,-0.2013355163282025,-361.87571524050253
2.2733265192435015,0.10122963338953336,-0.17006778562842034,-361.6076623862968
2.270882957962455,0.10006228717558656,-0.11491310884455744,-361.5364662474949
2.2534880210377852,0.10759256063994359,0.06181578021069454,-361.9663173740489
2.26417468860221,0.11639970205949902,0.06327087834651046,-361.8507241688716
2.2604350798922144,0.11657087344181354,0.06959150881925773,-362.010921371232
2.2653040499164008,0.0944711037654124,-0.0018294325859766942,-362.26881084071914
2.260623226769079,0.1150579218526237,0.06102001563452304,-361.85126536725755
2.2714648731919747,0.10147713006872022,-0.34642557308929023,-362.4615849295481
2.2737605286779514,0.11379380303280061,-0.2091361821813123,-361.7713692764353
2.2755649912837326,0.10694445666406893,-0.07945900798356575,-361.35305219731936
2.277636467938723,0.1007695519388771,-0.02011385325222509,-361.6479992965091
2.271004381877493,0.10114823195114775,-0.3494324813921132,-362.5307897592886
2.263561473701728,0.12029945224051578,-0.32198733397611684,-362.4797647864219
2.2730125624300923,0.10466709871976902,0.21629406828685488,-361.8279097206611
2.257192751918387,0.12000377091281167,-0.33537928878972634,-362.6454501008316
2.271934012280863,0.10533348629533289,0.2150097314280264,-361.7599096655534
2.267696489057623,0.1080479410698236,0.1130288488218161,-361.3643114256377
2.266396940314347,0.10635065674441731,0.20956864695273567,-361.67622614750326
2.2683875707542303,0.111784807889602,0.31341969352286153,-362.17447930674473
2.2776701081648176,0.11558825167035672,-0.07463205122639477,-361.89893546158294
2.2753984480060376,0.10834864328591798,-0.16893989970727538,-361.4922901300366
2.2666373162818734,0.10584118064365022,0.22201849891871236,-361.73909736101956
2.2727263948951157,0.10886451939468893,0.23866944651872168,-361.8147898525579
2.2734249260720385,0.10873711118255824,-0.24175927424152058,-361.6164356260686
2.277780210870968,0.10976182187234249,-0.2506132351568415,-361.8510234280066
2.2632176762683947,0.11246534285557973,0.23806847850980473,-361.97827551944613
2.2656521270055925,0.11424095894870476,0.2330896563024323,-361.99181881509924
2.2708438792933263,0.1011491086352341,-0.0051142156641395264,-361.3786880916947
2.2561613735223096,0.12557419544072976,0.5500682844442958,-365.1135930646065
2.271198551579778,0.09755421188734832,-0.04221781772951613,-361.73710541394877
2.259191158084512,0.10717410357445771,0.1936915193363746,-361.8631670562598
2.284547976962574,0.10748257381398962,-0.22014744724252036,-362.2243902713474
2.267145047123772,0.11679391459949592,0.28654970357719606,-362.33358093248154
2.2646036376427334,0.11706713582101759,0.28777383304972143,-362.42772055731655
2.2605636289904476,0.11865269791529193,-0.13323182235197464,-362.1191473141819
2.2615814642813894,0.11731360516138017,-0.13392796302779622,-361.9511932995956
2.2671541385681406,0.11902741325505672,0.2749534447653698,-362.49457769211585
2.264371516009108,0.10420964561481907,-0.10023493767656962,-361.32933161248064
2.2583840088120373,0.10873824515361193,-0.110731049953951,-361.5745406376369
2.256950990427837,0.10434070244953055,-0.12282460575143063,-361.7601176609718
2.244754450632275,0.10634465459013101,-0.12942068068766446,-363.06735849239857
2.262319518987859,0.10665152582247134,-0.08678209556683537,-361.34258036988905
2.2940218363190232,0.11905424144107211,-0.008866439369918974,-363.59152279330715
2.251618733693308,0.11953533997870583,-0.12100941044660635,-362.7025213966758
2.265530805826942,0.11570410100896825,-0.07601569149341762,-361.69114774862436
2.2983955092132677,0.11855890544579083,-0.010749948395672067,-364.13934439861146
2.2537672555700716,0.11903190610517426,-0.12991496412233206,-362.4970001600717
2.264289309184566,0.10242447583687382,0.06656337134863526,-361.4253159335527
2.273958047244799,0.10763780645895552,-0.07015850507754857,-361.29670921473974
2.273256721549508,0.10635405055822926,-0.05465030326944602,-361.256578130858
2.2642017483891905,0.10175389080200449,0.0692962046147575,-361.4714988661057
2.277590961819672,0.11222358139030948,-0.11100861892187558,-361.66954065019456
2.264614717456163,0.09996948471167895,0.06871540510865966,-361.5971650865845
2.275257769501945,0.11654932683719454,0.07919074562161163,-361.89537523153837
2.2677920695184235,0.11516434933629612,0.1766318989327387,-361.86243544450383
2.2748852199177616,0.10576007218576465,-0.04452525195180671,-361.3075886643196
2.262107124103606,0.09759221187469282,0.0718314483688445,-361.95659184926984
2.2565256873529513,0.1026414961445785,-0.12441894810563399,-361.9017815680578
2.2688850730985806,0.11387978245519402,0.05777548333515134,-361.5559169173579
2.2682608406977396,0.11595812492289072,0.19576743923663623,-361.968585887248
2.2692512998445986,0.1150857344525781,0.19939986935931783,-361.8999362680232
2.2630223992041705,0.11085594461438873,0.038157735700203095,-361.44240765296774
2.2684195620680683,0.11368428370876635,-0.12183306615306921,-361.53418508307516
2.2648367490024652,0.10516229312041825,-0.19443541553891353,-361.48997718332276
2.266396306510104,0.1071278983277036,-0.12795110587112005,-361.2835628141253
2.2676597382833075,0.11388184174958477,-0.13323469411261912,-361.559333661342
2.256518456614729,0.09782768989796367,0.2050971525192437,-362.71918481368834
2.2470472352959727,0.11362912601792485,-0.1919210152230895,-362.7810179750695
2.2582266393681274,0.1008768399483529,0.20140839480997597,-362.2255119423253
2.2534120418275987,0.11163473417307877,-0.02245677409834651,-362.0006966161253
2.254660254858634,0.1221200575158637,-0.291865056320913,-362.8716270921611
2.2671914109124036,0.10346654867437054,0.0002817973402066661,-361.253336001661
2.270779308803864,0.13112302262632503,-0.03292059007967252,-363.8792434215883
2.269424128378624,0.11542150823871528,-0.028521488959697736,-361.643984312042
2.2744873470017084,0.10286358046917116,-0.03336883423004259,-361.3648906804144
2.2686414205002823,0.10216060260964208,-0.0057014631055038265,-361.3015682928059
2.26787514593903,0.10162759152636336,-0.005717363034075379,-361.33559344563554
2.2730435555971855,0.11169792809936505,-0.041242741945184645,-361.41524853863206
2.266605170933995,0.11720459091253461,0.037987298148634524,-361.8594648590284
2.2671886895512032,0.11483317260075905,0.02731404145648091,-361.6179076337615
2.2622332248208803,0.11323782140502021,-0.02915282915940191,-361.56998366828395
2.2749887955976655,0.10942395795522387,-0.06239862452849166,-361.37460032944404
2.2771453941019297,0.12341293335763338,-0.08277469613524749,-362.81324966244244
2.2554550054363998,0.13061643736839904,0.3349886661418858,-364.8930595869531
2.280323500872744,0.11345413110307181,-0.07633637344339061,-361.8767502598427
2.2809167536071153,0.11350022128262156,-0.07636662550631237,-361.9193583109185
2.282132923455534,0.10982514200259147,-0.05819241079211465,-361.79544061763795
2.271711332511255,0.11281384828012113,-0.019333730576703304,-361.4577184589222
2.272480026377163,0.1129352897492005,-0.03000454146941371,-361.48079045711586
2.259318436608678,0.11285215812146626,-0.38243363911794687,-362.4198598516714
2.275241042954283,0.12270519666433047,0.10539232755722658,-362.62441237611296
2.2701340065096205,0.1011390671343675,-0.3240816673942761,-362.343293779762
2.26774626754635,0.10083769212879376,0.22220161112045717,-362.0627253131902
2.277023848467048,0.11175288226160221,-0.1327964231639858,-361.6403537858222
2.273316769205763,0.10978701979136574,-0.1275804895891221,-361.3938400516068
2.286092359892949,0.11382009017900432,0.20732484555432462,-362.5441392478902
2.2764800104806113,0.11173674099367963,-0.13331635958706536,-361.6141022207641
2.2524779025717687,0.10380500877634234,-0.03647094392985616,-362.08989783668363
2.275264283741708,0.1104390238140493,-0.13554821618549048,-361.4983429747465
2.2744772808095925,0.10642853050386628,-0.13085216603276456,-361.3690661212156
2.2521346848362738,0.10454337615554724,-0.03713656383500635,-362.09170911086767
2.2840735133167707,0.10689003666992908,0.083269004575263,-361.99942125780206
2.26511148260585,0.10664862943571907,-0.03331166699232851,-361.23190695778777
2.271185216728334,0.10759032274213277,-0.19545721808399327,-361.4237991331348
2.273982153219806,0.1039803176857595,0.09057096715640511,-361.4413607423938
2.273213506180521,0.102353374230453,0.08921441375333401,-361.49384030265037
2.2640289271408194,0.10452730494511293,-0.03622060867757543,-361.281699160678
2.283588962625194,0.11542837791210721,-0.5428730612441179,-363.9620678326271
2.2727371455307535,0.10308064357218853,-0.016799725624923947,-361.3036954535651
2.272841668892206,0.10072122833550365,-0.00822390502690985,-361.449677487425
2.2681060992697217,0.09935956751180842,-0.04479146363918377,-361.51858953258164
2.274452911246685,0.09783631598195931,-0.09600351678830452,-361.8259775829499
2.2697731528701435,0.11140779778008389,-0.07530606677642736,-361.35809030640405
2.2685281709351997,0.11221436161560941,-0.08695920852733652,-361.40694357453685
2.271860446502141,0.11461894988558496,-0.08376071352663769,-361.6184245863224
2.2757487511989942,0.11212403698508325,-0.06969080556402589,-361.541504819367
2.2731379233822744,0.11204883931089324,-0.07400893597396839,-361.45240102419575
2.2653875740617777,0.11350228124851644,-0.1599315046546824,-361.5786377377906
2.2687841355571376,0.1104803821194014,-0.17012126938069333,-361.4155088157525
2.265805850386399,0.11784474797119364,-0.16031639258649602,-361.9479547235882
2.2785615476917607,0.11165145075272753,-0.37918178801402475,-362.4674224041771
2.267370750163092,0.11738025901360055,-0.18363025664881896,-361.92323109733854
2.269638616172423,0.11193740703560646,-0.0758098971407729,-361.38823847470536
2.267203098794192,0.1129168232443178,-0.07611772983069579,-361.45064519768124
2.287650523944966,0.09935395520985969,-0.01168962723305759,-362.74670744065304
2.2763370189231735,0.10724474988166081,-0.0647070674269866,-361.3797571395787
2.2727380886377895,0.10833026091596178,0.04561178649391526,-361.3017652495044
2.272215337820282,0.10748761452519505,-0.03013679958928463,-361.235955327012
2.257541149810703,0.11426129801747718,-0.004751994385625497,-361.87738376341514
2.270873082190133,0.10468518106339288,-0.03659949074893976,-361.218416039247
2.2584709327602024,0.11410734261304888,0.01378225393272094,-361.8281416378434
2.2710994327597733,0.10204944805231041,-0.04055211872145725,-361.3205194844381
2.2604457292073845,0.0899051704410646,0.1316857184515783,-363.9051802766344
2.2798044971785894,0.11241312999086897,-0.36781690211609874,-362.5196466315209
2.271067359995811,0.10363232480087385,-0.0892294871150412,-361.27973688406627
2.2466575415192325,0.10848852434892638,0.1224843375513302,-362.8471957179913
2.2689170559378753,0.10448120237935661,-0.08890569007288658,-361.2404778760282
2.264202682118995,0.10197685860224905,0.07197264055961602,-361.46251307309734
2.2667045562667782,0.11050346152288483,0.18547202253134065,-361.62746010763135
2.2633131602032868,0.10382960486819927,0.06372567308826205,-361.39047898854284
2.2811711713317133,0.11141756772028263,-0.1809344652815477,-361.9607246836079
2.2562145303835535,0.09643322864105973,0.06654183913781225,-362.50399433208497
2.264412580029617,0.11115924521238267,0.0738975539628028,-361.4602916944945
2.2573567543497184,0.11945869228011832,0.15021361164677652,-362.6371215473897
2.266276478546011,0.11615637387577978,0.09571447313440941,-361.8228258599832
2.2628744791381363,0.11760960469807996,0.04583446483763456,-361.99326631388703
2.272355506107659,0.12024899496283033,0.08854557615192608,-362.2465226166837
2.2672310210395636,0.10980100296679132,0.01951822322999235,-361.2892531574743
2.2482341301709075,0.11273136454325822,0.10772595159929943,-362.75531301197424
2.2667365952722256,0.1062940169871709,0.022437231461241033,-361.2237682581842
2.266369621616819,0.10810529290190188,0.019908528118198644,-361.2471408357047
2.2668942345100738,0.10780308582115988,0.020838267356585633,-361.23501533795013
2.243978437107057,0.11620031791729865,0.016248818040912345,-363.3182885647997
2.2690012538766897,0.11363652734450355,0.338629463083379,-362.35989855060774
2.268685274858326,0.11975983183586204,0.3825386173089052,-362.95518152900485
2.265278778922749,0.10010664384388719,0.03862591958931808,-361.52221869112316
2.264410567743475,0.09925222760868165,0.030731921845140887,-361.6167286505295
2.294451948635905,0.11312969225745838,0.06779017470251866,-363.239677793993
2.277986639280391,0.12953904879721817,0.38370582891676197,-364.0434916599252
2.2618877213998503,0.1092282026228706,0.10094199503155153,-361.5104662337019
2.2606437357737827,0.12725818768882574,0.6714544134626335,-365.96319660425615
2.2782004751617446,0.11677465628867441,0.3698551679931973,-362.8167012310792
2.2905234693209517,0.11050575453757532,0.017401557912833824,-362.63986787180323
2.2644549635688294,0.10981377258248848,0.10037924386672387,-361.4421377339427
2.2675120129612116,0.11183991601115746,0.06556273670402764,-361.43256589008246
2.26389036616319,0.11061714869022711,0.09355138976266,-361.47928962795385
2.264911150435975,0.11001000298010193,0.08601582422219775,-361.4132785913121
2.256911896067376,0.12243251106854514,-0.0034357418437366023,-362.78717269480546
2.257646911375224,0.12197821846309422,0.006052576475152491,-362.6979622310689
2.2840537950949225,0.1107042963109871,0.02809081147312841,-361.9755878778728
2.2859156281948936,0.11750685959199043,0.03251423703410109,-362.57711703917437
2.2883417685701684,0.11612341054094034,0.035698199388087014,-362.680970979534
2.25895774496818,0.10182256032210794,-0.03580842651116795,-361.6494952451798
2.2587898227106136,0.10049801207894371,-0.03536581516687941,-361.7657946145606
2.2657415095887763,0.09622513985215174,-0.037136319503018204,-361.9552560091172
2.2208319070384035,0.1368462506476568,0.0003939913085659368,-369.2015988669046
2.266277797059123,0.09594322307516286,-0.037278650497179336,-361.9881131570721
2.2699090936776067,0.10489195887123566,-0.076775652026086,-361.2238300243698
2.2704233613462432,0.10996348571740701,-0.0728101253834101,-361.2922957549098
2.2707154072670686,0.10785988445221581,-0.07292965289661081,-361.2317190119958
2.268252889373722,0.10253246488225984,-0.06980473630161943,-361.29721040506104
2.2709156582196757,0.10999668416644605,-0.07807665906976081,-361.30291084736245
2.2773225915866013,0.10371383638468008,-0.04120577213880276,-361.45985174866985
2.2606173087158874,0.1197969787263351,-0.09073870658379844,-362.2393799675591
2.25422958379067,0.10727536380763918,-0.11113891318675118,-361.8799296548283
2.267524432746591,0.09590027760268369,-0.06169853055980049,-361.9936274659761
2.2658075474777726,0.11022248661125678,-0.08032836547894717,-361.3173038829151
2.2717867673158487,0.11513582962628745,0.1731548184890498,-361.845855024236
2.2757859045344406,0.09725552516304423,-0.22871949867723046,-362.3573823779081
2.274779030841528,0.09839811233210513,-0.23520470896046716,-362.19105878372875
2.247362423705205,0.10970959789518386,-0.14683725309148518,-362.6360200256426
2.283141215626151,0.11201839371229685,0.16411710931082307,-362.1318102803061
2.2780023458768444,0.10793826023240743,-0.258085568830088,-361.8541029612507
2.278423311046613,0.09918349269991909,-0.23746613004912676,-362.24741914141845
2.262628302539155,0.10317276751238173,-0.0708696551446792,-361.3989208939929
2.2592505280604116,0.10590016031164216,-0.027198897972503043,-361.4708554118542
2.2728798725737143,0.10537453416765312,-0.1762319539698921,-361.4208121535672
2.279382640966257,0.08836260595194959,-0.09394985100553893,-364.27525291452986
2.262921254595046,0.10000967243640413,-0.06957542336711249,-361.6084932342721
2.263158565416608,0.09909874189738134,-0.07157249660709,-361.6949184392521
2.2597762145974216,0.11473939069164786,-0.11116635842536837,-361.7819566903296
2.276065993198673,0.10546246924973927,-0.12277275915227256,-361.42505219790917
2.2558400649378005,0.10197282207908749,-0.032752419099216445,-361.87685161693554
2.2733226467982126,0.10001707928239346,-0.02549203675856416,-361.5157432337776
2.2813581716648352,0.10651085383860323,-0.026067716092800897,-361.6723051717114
2.267177456715342,0.10056649677562879,-0.027965852884553208,-361.4142533234412
2.2718906557493157,0.0977754480932366,-0.03242752118322144,-361.7193382302646
2.2700437959325437,0.13201499846989703,0.25235129529525924,-364.22031094639215
2.2630443528028974,0.1053659044274338,0.1869841143310392,-361.6837741992879
2.2725060270983652,0.1094524012645444,-0.05424234079789275,-361.29832259359824
2.26830494177373,0.08669707376046204,-0.11973067660753856,-364.7030560873577
2.2443738967052114,0.1142267211849472,0.16618645466750842,-363.4787792537681
2.287479003626387,0.12369648097184988,0.2302632586177405,-363.42261343488434
2.271659202982345,0.09467345208723969,0.12477430294261098,-362.5666064210648
2.2809649342535248,0.12203099741389421,0.21184227314423637,-362.8343006385086
2.2830930116885573,0.11215582863228751,0.1852546139716189,-362.186033153417
2.2703431803553933,0.0958570180819757,0.12738200316088621,-362.310030595107
2.257465203438608,0.10598517579720144,0.1106151223710514,-361.7361908126534
2.2688152514293933,0.11096221883998506,0.16819773113238076,-361.5763043409585
2.2900183767124624,0.10261014656842703,0.22016912252802967,-363.6242815105371
2.248454443034191,0.1013697026628348,0.06211073697266517,-362.7642884479385
2.2913916181165543,0.1089967958484967,0.24059944682778556,-363.3188010137549
2.2792614365646746,0.11220389026064914,0.20860072152127876,-362.00670461262035
2.281986800803654,0.10899343084951851,0.20609637284383014,-362.14548384890065
2.2690310272892917,0.10423116240773052,0.04769210587679709,-361.2650287014557
2.2542887731203973,0.10662360673658942,-0.04942876473031231,-361.83185732289553
2.252297640724457,0.10645102876435503,-0.05747248545487453,-362.02622015046705
2.269905129172745,0.11399016614791009,0.04197916235881064,-361.5519286368529
2.270126290152652,0.10578147713288209,0.051251836505326456,-361.24881894242344
2.2712507465387564,0.11538231691657226,0.04682814789276537,-361.6828636945999
2.268198714761486,0.11180511092922878,0.03715183700307578,-361.3966029867877
2.2683382256800098,0.1120068899152533,0.03217077465489606,-361.4041980641093
2.2655940944741895,0.1015719734853082,-0.06346420706607035,-361.38627121862544
2.267997470339708,0.10169923688435573,-0.08263316064743019,-361.3594288069918
2.2651610972487974,0.10122878531009474,-0.06488033860760947,-361.4223264887945
2.269839607788665,0.10134011832297449,-0.08876097742173149,-361.38713394851027
2.2603505121237815,0.11182140772364765,-0.16530006557851823,-361.6318797727918
2.2707753681469818,0.10295373459449997,-0.0861607652698806,-361.2998915984899
2.271304620611183,0.10290829267459921,-0.08731250024850497,-361.3099041060852
2.277563940965959,0.11240913496654807,-0.10216200653206071,-361.6701342752577
2.270151212532119,0.1007833525277077,-0.08772546448807372,-361.4283133947204
2.265303057708881,0.09969101006649542,-0.07243493086556271,-361.5578112661963
2.2755775223535997,0.1090399625869349,-0.1798622422984409,-361.5388286885409
2.2761722195441694,0.10149593746516757,-0.148608335698274,-361.63237008193977
2.2553895745202186,0.09744879802986195,-0.08096140896201642,-362.5027820549089
2.260057982289973,0.10050617752758122,-0.09477652448754341,-361.75519978742045
2.268595608652779,0.11592366819315512,-0.08075100207532446,-361.6972717824946
2.2684281772614603,0.10625235434407375,-0.17273094039945708,-361.3541634609924
