beta_0,beta_1,sigma,gamma,LogLikelihood
1.8995354574315428,-0.0074259259723269255,0.6006018505603518,0.02318858767225159,-505.15783210607793
1.9732575974164377,-0.009170449916377886,0.5711038608377113,-0.27268351610813407,-506.6894507895146
1.8975013034352093,-0.008510644007044129,0.5549756990125152,0.06653396717598359,-506.62123176876304
2.0110473696617053,-0.00957397114307637,0.6835400743970624,-0.4951150420520764,-506.8346871091823
1.946272685271767,-0.008347671662114057,0.6348225201872899,-0.18538500905160438,-505.13331990636595
1.8453159972020514,-0.007459260880120377,0.7084183349919557,0.22966143767194808,-507.1997987597013
1.893385426043139,-0.007957452946549128,0.5942822273679763,0.033633068387730426,-505.17526482952417
1.854061361151556,-0.00954088630256112,0.6065871032793434,0.21948363415525537,-507.9399294371963
1.989131664457133,-0.008254725158467119,0.6592253240609749,-0.38596817886431195,-506.10670081454623
1.9015593089108842,-0.00816366895598137,0.5925833293896561,-0.009402696533794172,-505.2040513356206
1.89874722388033,-0.007940092667456732,0.5905949177916556,0.003854219003621914,-505.18865128380935
1.9074066581784817,-0.008556480180478181,0.6082440381632122,-0.00887056886167804,-505.23118994183136
1.895821769647752,-0.006468032747764942,0.6540496251497683,0.026426888419856576,-506.3138175836726
1.9508975795565087,-0.00823653734516404,0.5974291468679689,-0.20493227091431096,-505.27289236058664
1.9040124060789245,-0.007381763902884597,0.5964167967781276,0.022568876017855385,-505.244642159631
1.9073989588132143,-0.00782309203470241,0.6579746123310704,-0.021988122754047382,-505.3922189945533
1.8866601623678902,-0.007350897542372534,0.611182492923853,0.08905414251789835,-505.1589080175983
1.8690425551916507,-0.006755359109819398,0.6634602696807005,0.13688105218395172,-505.9395964319426
1.9513296360909211,-0.009324487322558361,0.5879454319396651,-0.20504809798546575,-506.16345215131463
1.882838531052253,-0.008442830390360664,0.62271361975037,0.10444423282358481,-505.46796408427275
1.9344657570464994,-0.008889677297708102,0.6141663006639092,-0.13166792621352205,-505.29759543065575
1.8504354810384898,-0.006414761815244683,0.6193446002695646,0.1260916220441324,-505.8011360317662
1.8831838623495751,-0.008948514818455423,0.6205167688793126,0.020768704974384454,-505.8819498694217
1.8296601399125498,-0.007115989781680816,0.6294473933292339,0.19789929262663386,-505.4872873603773
1.8393487410803806,-0.009334699551649412,0.6342077239984765,0.16313954756273047,-507.59245733226834
1.920008831501282,-0.008945918763354176,0.6083092085028365,-0.04137848119849066,-505.4544681452772
1.7988393782664005,-0.007812599015729999,0.624754738017035,0.30233395340566477,-506.4714854856309
1.8126969482410087,-0.006222301457441328,0.626932856560094,0.2607030082831062,-506.10421699243165
1.852138035919584,-0.0072109676308248615,0.5839471970295586,0.14513362260708118,-505.6828222144294
1.8294597422037824,-0.007751419918368544,0.6217305134231199,0.2144505084595299,-505.72545208520995
1.8021821538053258,-0.0071760374258951955,0.623745196650391,0.2923650753805357,-505.947940228451
1.8133636729615337,-0.006461794590686687,0.6211188721522157,0.2541151346526314,-505.9015236846733
1.8152936745000867,-0.006461053885444895,0.6176631850601435,0.26704869770504736,-505.97352934152394
1.800239320341935,-0.007271103807329027,0.6492939297372791,0.3791221809764387,-506.49527319306696
1.827704556828048,-0.008963498335001804,0.6021817424500142,0.221174148335518,-507.41611719520296
1.8060884059409839,-0.0062213609198930086,0.6282039660443213,0.27813819950450414,-506.13755336719396
1.7991589581526197,-0.0071869787173764015,0.6027547073247068,0.14099755545821496,-505.63559270810657
1.7801458146566533,-0.006744347305476963,0.5730457704255605,-0.10882683129202164,-506.45576355466716
1.7971924770052865,-0.008369519236208352,0.6001155695157767,0.10855773030713436,-506.7794618802343
1.7824687377639354,-0.005546695232460518,0.5746229208468653,-0.08452128374588314,-507.44168517220834
1.7843330149750556,-0.006115553464803915,0.5789944536832351,-0.05921743598735981,-506.440963977846
1.810309802241758,-0.0075526521056262464,0.6199646400102455,0.2756660267660803,-505.9992210967356
1.7955885146657369,-0.006727206548281335,0.6386745345802668,0.420568810764582,-506.53754882832897
1.7960215648113564,-0.007202115895287952,0.6356026460084189,0.3999923767590438,-506.5178873527036
1.8157673108807955,-0.007322850617677517,0.6124320999027093,0.1894759027875392,-505.5793634418991
1.7850179171804277,-0.007872573883890753,0.6501881721601537,0.530322613630069,-508.1602890707466
1.8044041865525067,-0.006348968776693753,0.6183363833314237,0.25123246111547004,-505.9798156602476
1.841824025307967,-0.006077926390733516,0.5828339633800077,-0.05576298322013133,-506.6667940745494
1.8243370504005834,-0.007450195628849859,0.6043656118368407,0.13129937987682955,-505.47226611685977
1.8145965399871404,-0.00816053646039256,0.6134801332517109,0.17859697364356042,-506.213160610508
1.804061931743415,-0.007133728165665306,0.6235402013439163,0.28731001457268107,-505.90139542311204
1.842644425149109,-0.007066151324833064,0.5903505298871283,0.07508176853814427,-505.4693996280973
1.8631412838051677,-0.005669585845165706,0.5698700232198451,-0.006262661340256716,-508.42861979305
1.8488176442875908,-0.006861847644968406,0.5847696989252333,0.10049001457211258,-505.7379437243591
1.837254021371821,-0.007376277790762312,0.5840583112863127,-0.07703342886523819,-505.6067645105501
1.8456522037198926,-0.007156242386401973,0.5894246855328477,0.11352920034226761,-505.51542515865304
1.8497605200282872,-0.006081238769783635,0.6222966209347912,0.44084070599703146,-507.8109164095674
1.8470622868831439,-0.0070614668484344665,0.6147822858956244,0.354309377728931,-506.14648862374975
1.854937914509029,-0.006551595921520229,0.6214541453113546,0.41219589244176186,-506.89042550641454
1.8449295897346323,-0.008502302664647063,0.5815946651077324,0.149774220766218,-506.5184022933618
1.8495189694619292,-0.0077066286981151925,0.586433102408786,0.1678420276044702,-505.7248442790688
1.8763812393507961,-0.007436561646043424,0.589209303556533,0.09327736131512195,-505.3750638153895
1.8768979917676092,-0.007955312200205608,0.5926738384052204,0.2342347496310986,-505.7956648104279
1.8670739575904212,-0.008405447441831929,0.5876066279648657,0.20314551297466946,-506.1518120309921
1.816641054196436,-0.007974617529506227,0.5699893354669148,0.1691889345064295,-506.7069555515146
1.826368404427563,-0.007585495452651906,0.5679652272872199,0.06701853508475897,-506.162197490745
1.9028878739948027,-0.006831328100263514,0.6174249450033924,0.08838973651067757,-505.66972729018227
1.8939418967749542,-0.008124833200500729,0.5859971774184692,0.05263799519530918,-505.38528734853963
1.8909572348389794,-0.007585668982245765,0.5806865849306929,0.041581983702523986,-505.43625506756615
1.9048260548432723,-0.007818297590264906,0.5940731410929815,0.06834809959485509,-505.18125519782444
1.9028872602482443,-0.006461091840216832,0.6184259256022443,0.08834716439505749,-506.2467731041839
1.9616143828113557,-0.006887056454037483,0.5861203208070079,0.15128191358558202,-507.17380766353466
1.9136740375660621,-0.007027343095667363,0.6480398457184721,0.12005541062347228,-505.71273097603927
1.935671170862466,-0.007775742024875378,0.6142638334194188,0.13079993296248182,-505.1960163334433
1.864260558613708,-0.008539733459918611,0.6237960937402147,0.0374119226354952,-505.671814758175
1.8604378243217086,-0.008780069191295599,0.625836393998189,0.03538637322735167,-506.0135366839247
1.8574340915426877,-0.007742592005633482,0.6363861399122083,0.04164755482855419,-505.2584420935469
1.7503748743630219,-0.00645740152301033,0.6476141453751237,-0.09646886512091885,-506.05572632044897
1.6836397723778016,-0.006855068049880134,0.6611167040037599,-0.17954568542065086,-507.39652086597715
2.0057669665840123,-0.008412049484424021,0.600720179859753,0.1932131875142416,-505.74095763131675
2.072284283572218,-0.008937894140960401,0.5972969939317693,0.2902583027497415,-507.0100082523917
1.9550926517670404,-0.006800758467457168,0.581810513350216,-0.15661401299444533,-506.9737331025728
1.9574395516113543,-0.00785425822400191,0.5841674483218284,-0.15877177696428843,-505.51384337135875
1.7591820193224752,-0.005536352442748085,0.6892228179575444,0.17461174659473355,-507.30956311654603
1.8908351088485078,-0.006163617046799932,0.6180030173313147,-0.05007855076681765,-506.6522659655137
1.945687234699079,-0.00894628103235911,0.5839847977819423,-0.13893382506356491,-505.7051611724932
1.8883620365351834,-0.006478786918384064,0.62476582922697,-0.0353326054814338,-505.9995253582625
1.7834710117892945,-0.008197241355446515,0.6651674683013928,0.1311727765885029,-507.1699059737712
1.8656847819645699,-0.008628356771834704,0.6368649149874953,0.0037481523783421335,-505.78729353278715
1.9900645354166415,-0.008325571066332117,0.577537411902239,-0.21069648499910582,-505.751956606481
1.872535286209648,-0.0061986009010035256,0.6428977165142337,-0.00445043142917001,-506.3713437246142
1.8620819082846694,-0.00718643606095783,0.6255704528019115,0.0005736312150097397,-505.15236721234857
2.1024421706446006,-0.00940296785816267,0.6123663149198116,-0.33719488126468644,-506.01953711323426
1.9600688150693073,-0.009223234406753317,0.6193312044060941,-0.13807722561521757,-505.3781975457461
1.5997280747094462,-0.006124250541610528,0.6379513018819236,0.3823610622841984,-509.04427887858475
1.9729207960984945,-0.007115173091124012,0.6256370253948444,-0.1500932865303404,-506.2207223428714
1.98152421154608,-0.009288700358622913,0.6255575744737698,-0.15016366146072802,-505.31433338713776
1.8436746266963904,-0.006326289951206184,0.607606441001963,0.004291587122207078,-505.84955126413496
1.8073297270458397,-0.007205611151163019,0.582689054971032,-0.0014656198105651081,-505.7770651824894
1.8649087435181873,-0.008299418756411825,0.5909613327132531,-0.06091939283104018,-505.66907571004543
2.006486897395876,-0.008914136680017596,0.6278314570016839,-0.1783221140331381,-505.153953341247
1.8972152985198774,-0.007257642416619963,0.6512871372617473,0.0995557186262104,-505.4793086799279
2.0356003703335626,-0.008678778836407776,0.6302673384756672,-0.2170343837552804,-505.3979953302291
1.973844578595808,-0.007789901142890777,0.6569060346373634,-0.04291172980686174,-505.63511247212364
1.9636613787829658,-0.00900444059352496,0.5828183930478162,-0.23041229244549807,-505.950407286775
1.9496647905292919,-0.00705253266392672,0.6292794722801696,-0.10511917004756471,-505.93175100499855
1.91855871662079,-0.008438539208225957,0.6266967757704522,0.01487318807197031,-505.10173462660964
1.9101968095417277,-0.00826693095445933,0.6461751049238533,0.06251380760264001,-505.30877731304173
1.8599150086802647,-0.008769180821956142,0.5749987563603105,0.00809188576775755,-506.66738867363557
1.9021972993078717,-0.007465149158804507,0.6709535186006002,0.11769032351280427,-505.80424120745676
1.887342786344179,-0.005578229844602728,0.6005149703581394,0.02995295774153104,-508.3837612888545
1.7312673787409774,-0.006788232503018515,0.5836195318404805,0.19812158401303118,-506.7373201471878
1.8017518918403161,-0.007662907834547268,0.6121548499335595,0.15344177287292005,-505.84075456264685
1.7988367207273492,-0.005607494051987135,0.6121091791577726,0.1569997703751892,-506.734162123776
1.8348993656417671,-0.006739308474276691,0.6295747661148948,0.15702227325598384,-505.5029195244503
1.9427457532372852,-0.008696251749309991,0.6535104529501025,0.013880690588439432,-505.4336743175656
1.9414826723632328,-0.008939823007804427,0.6525262103862893,0.068204304904593,-505.6508713653171
1.9661852657441843,-0.009359961320088163,0.6481847334972616,0.08234726674629209,-505.8177714447564
1.8140102365330923,-0.00796110775589712,0.6070936799540312,0.18695284309581237,-506.05497662613186
1.8244715452943956,-0.007744100096798147,0.6184352059511998,0.15330362874649728,-505.614276738167
1.985695221671732,-0.009018463202341913,0.6779513526324623,0.007615496189008746,-506.00587512804424
2.1626956696884467,-0.008978193104648292,0.6861669459215878,-0.03979453307453173,-507.62536959916036
2.0137789821675827,-0.00938827262131809,0.6891150119139646,-0.030275866400460105,-506.4165659893018
1.9969389223063652,-0.008594817778360412,0.678929526946892,-0.00607686874476185,-505.95273768831476
1.9965668498701548,-0.008906215923615828,0.6802204024309461,-0.005295559422254809,-506.0147025896685
1.5436029808668101,-0.0047733859712974025,0.6690436909455597,0.10400780300998733,-509.13306399463113
2.037648149957394,-0.00856933003035037,0.6751391208066478,0.007665002621018052,-506.0776764667296
1.9133696073875817,-0.008829256749945991,0.684047743537995,-4.665869551837899e-05,-506.37847152158395
2.024242779130907,-0.008734590702184582,0.6792615247614999,0.004899640545240661,-506.0582257037558
2.0363974588449465,-0.010278753053833453,0.6751229524771372,0.006467000358944306,-506.7131171277336
1.8955069042500137,-0.007792835168247307,0.6762083126585254,0.00695896882281973,-505.8351868782739
1.982354650460384,-0.007444460838441781,0.6809011905260647,0.011115508968825502,-506.5590690400987
1.816998420327816,-0.007241065849571277,0.6665322339368474,0.02115194301180395,-505.87905925775743
2.0610033627133983,-0.008811820683974424,0.6822743324310184,-0.0023426870130151337,-506.3522492506863
2.0688623460542215,-0.009093718487630473,0.6830633382402282,-0.0031909579938831896,-506.35901976455904
1.6594515421001907,-0.00600806582504897,0.6797880014703915,0.008368983868033366,-507.5861479049017
2.165339516033821,-0.011712081140456092,0.6637116447968858,0.008408434394094843,-507.7631231423092
2.020320603081275,-0.009916595098959225,0.5900100281314721,0.0023592950721549664,-506.002850268389
2.075183520410409,-0.009277137201813536,0.6298773471862801,0.007676800119788165,-505.46363641357107
2.1235374788024077,-0.009513500547247306,0.6261422020624082,0.006055115609091729,-505.8338764621704
1.8374116379238716,-0.007769217871416238,0.6524908097897043,0.014479951548653254,-505.6188860974369
1.9406672732990982,-0.008159270772820588,0.6721801798192304,0.01469700108267873,-505.70415144964994
2.0085019355668914,-0.008823226530455582,0.6704733382119039,0.013871985150386896,-505.78054447384346
1.6853635654276518,-0.005081983588031503,0.6712156757282239,0.020944904440196227,-507.4198929087759
2.0493455235977915,-0.010508241630758107,0.6717710466812595,0.012311397588743455,-506.8382266920624
2.1115618716766655,-0.010151670710977664,0.6684549970872218,0.011329636422064486,-506.399039774471
2.061968405925048,-0.00859884838347683,0.6750117240969314,0.0020818392072440945,-506.2724435618489
2.1046638251135925,-0.00886004361794801,0.6807476348738456,-0.007763150174148127,-506.72520125178613
2.0283918447742253,-0.010275536809908448,0.6715663557887089,0.01295843321654916,-506.6845712000198
2.0689365620659066,-0.008553013787253707,0.6638197044798709,0.021129473371970648,-506.1308539962277
2.014790026659126,-0.008459748283589625,0.6628587945949408,0.014525071214253695,-505.6792369606849
1.9591339996311512,-0.009591862860631222,0.6799875487765145,-0.001819493346705753,-506.5983311409981
1.9401441117196676,-0.008734032684344433,0.657969717293792,0.037892651863486296,-505.57383315632427
1.6820026585146555,-0.008478230051373716,0.6623963484842472,0.06168089372324549,-510.0007271696439
1.98727403544144,-0.010546311514013449,0.6568021520965246,0.03211152114782768,-507.19308520431224
2.2486909606213836,-0.010630575639901078,0.6301372751187365,0.044665861250445436,-507.34997636098177
1.946061898986851,-0.010184908684246763,0.681639088251695,-0.005955342494199517,-507.52386551207417
1.6753757382387244,-0.00701763595948286,0.7286482202179951,-0.06947318303204637,-509.30937302359183
1.9687603987493774,-0.009722997045216985,0.6982362761948658,-0.0342199942419247,-507.1240213369152
2.2340033810799076,-0.011120864247802802,0.6586053907855062,0.01986602765214494,-507.4088275293074
1.9463242984257205,-0.008096711147365869,0.6318185695746027,0.060942672630176366,-505.06870214243895
2.2266714197125284,-0.008620494681267864,0.6594008027114252,0.0165752999930687,-509.14391684761796
2.0318069957063423,-0.007663724635672284,0.582036790602078,0.13959001090611753,-507.17527328881624
2.3262990719689154,-0.01041493398964466,0.6972824157336178,-0.04345629726312818,-509.60118298632506
2.3074210512396394,-0.010482280090937995,0.6902559817916374,-0.03190579127404518,-509.00838574393885
1.947036132876723,-0.007078515208701667,0.5488136776404654,0.19197988448938902,-508.53302083333836
2.242196581094874,-0.010740992023217875,0.6820629451204632,-6.132239878197917e-05,-507.79097041675726
2.102742560635084,-0.009433183413819194,0.5962653561601137,0.1074742783560542,-506.11662752223674
2.126138666614219,-0.010128331610135287,0.6243655014463974,0.08124525131097983,-506.099397494214
2.0814088656540615,-0.009754853871039368,0.5867942293286819,0.1196007262752605,-506.24919323301486
2.089918711884813,-0.00880369420649627,0.5902153637175925,0.11380201780725854,-506.3881164659184
2.253674954436583,-0.01100175087296548,0.5946288130463809,-0.023130300354241174,-507.62173496178707
2.2131970163401764,-0.012033998242396215,0.5840847726437454,0.017378391804116326,-508.7117639136508
2.078922315474742,-0.010734375599977005,0.5589356409318637,0.08637897740235835,-508.05913363910514
2.106883322642161,-0.009848404995779077,0.5615434993300769,0.09086772703391953,-507.1791284863861
2.039321712543374,-0.011147581079286175,0.5471002459024188,0.10587492392165145,-509.89750697175026
2.118188766430027,-0.010920156915293574,0.5705853749000428,0.11550626688484951,-507.8884993037194
2.0259646426343196,-0.009007809134922683,0.5476287490946559,0.13545262913332518,-507.3442238266575
1.9927020971575546,-0.008877772833425815,0.5400232614930802,0.15808167678874682,-507.74008128882423
1.9388211086317715,-0.006494484529526305,0.5272401660827007,0.12589389163004203,-511.09372795879324
1.989666842268903,-0.009335321780430601,0.5393571258775955,0.16774836416335243,-508.07517401274623
2.0649742233214106,-0.008909463208837022,0.558541107498093,0.09004581935626585,-506.94671656419763
1.968628175940622,-0.008649276795129954,0.5309314243388824,0.19785787943389274,-508.54383664860114
2.165023665397596,-0.009501363767539513,0.5931643472128155,-0.013741029647973833,-506.6252345518294
2.165211746683605,-0.011305143620906491,0.5933129301458135,-0.012008207057453445,-507.2883898959646
2.0337968768644994,-0.008591910343132413,0.5476566011306104,0.11351784912693647,-507.42225640215315
2.2249721079354785,-0.010208684063142147,0.6179000655109805,-0.08483344806876304,-506.8538604445242
2.2795667249645715,-0.009609557449039257,0.6360353422369253,-0.13794069715891588,-508.5952106064708
2.090554964389346,-0.011111145821355627,0.570801394677078,0.04701393069895583,-507.9970696829757
2.063788686863716,-0.009194389838120758,0.5609943546338528,0.0755560768266952,-506.6752183052673
2.2490737288533085,-0.011683032134147153,0.6296178250414312,-0.11036133942764655,-507.4376316528123
2.1623145807367297,-0.010946076896342699,0.5891815962628475,-0.03301387969708024,-506.92365526956945
2.2429732935246975,-0.010634028762100808,0.6493740403859127,-0.1100197069474431,-507.1217225459002
2.224397647250322,-0.01031158593729922,0.6347295362769847,-0.08911321540875052,-506.82042675710596
2.169702361440727,-0.010768636681151904,0.5979310477000446,-0.03656553272118445,-506.62493643875536
2.1995236991516807,-0.009689259156215702,0.6106201065599797,-0.0660298365050217,-506.7800503441029
2.128837715146463,-0.010109789453048447,0.5525574074752921,0.000982684997819614,-507.52595104714123
2.1499101917217054,-0.0104536241736581,0.6033671397501187,-0.01512805051928081,-506.27545048504095
2.1606809047210804,-0.010866046762235446,0.6012638671579573,-0.02157075713152919,-506.6398113853089
2.161973946518448,-0.010975522355106376,0.6191928213353944,-0.02139163771621412,-506.5825794174907
2.203180442394188,-0.008775417965309715,0.6294782576107135,-0.053644084004679266,-508.0272187224972
2.244123528303702,-0.011590366676396487,0.6549412435202647,-0.08767949060116613,-507.507574486438
2.1728031888840005,-0.010336113137786035,0.6191073535788789,-0.03199992638615169,-506.25898986375665
2.0682236475540896,-0.009382701186495727,0.5415807478842171,0.047492307086578825,-507.6093657108338
2.2250973814498516,-0.010919040797432085,0.6435088033169607,-0.07467368428931201,-506.91620947230405
2.170530740612698,-0.009736217206041481,0.6193864216736242,-0.0311734535719465,-506.2859404365094
2.117670615658778,-0.009428822086368523,0.5889523737878384,0.0009826391649314834,-506.09069990290027
2.159663488574374,-0.01029742593598602,0.5935600204172738,-0.02349875168966434,-506.4046878694532
2.1554265978054605,-0.011501438664192882,0.5913073382928061,-0.019051256787740292,-507.6020270462359
2.0702605421272953,-0.007657187255136469,0.5320534111528656,0.04261774363650545,-510.50342926666895
2.079952755687871,-0.01051154041552086,0.5655749451482052,0.02842916353959005,-507.2625400849244
2.1556594773724918,-0.008639644040778468,0.6350502273499812,-0.02542396766813975,-507.1177605524526
1.9264316510922563,-0.008224179820045618,0.6299765227788149,0.07176829677994417,-505.0799768610801
1.8215973398691399,-0.006050747813390705,0.6493508835067148,0.1180891297922852,-506.1902727011128
2.038218871819898,-0.008404441525448711,0.6331928080655617,0.025051906959976004,-505.4823830578685
1.79961024715697,-0.006190959315733864,0.6538201551047774,0.12386471827444799,-506.03603695005216
1.944224432945066,-0.009083465106363207,0.6296053875908607,0.057359437786379495,-505.4705718909211
1.9203629209863011,-0.007644711289376955,0.6339717626320003,0.07636458812866406,-505.1494186085709
1.8812609629666077,-0.009593054361758075,0.6336815992533357,0.08970559370511673,-507.05289558472174
